timestamp,cpu,memory,gpu,cache_count,cache_size
0.0,62.5,42.9453125,0,265,1.0706138610839844
1.1748449802398682,51.6,55.55859375,0,0,0.0
2.200866222381592,53.9,76.49609375,0,5,0.027411460876464844
3.2525596618652344,96.9,89.0390625,0,5,0.027411460876464844
4.302600860595703,93.8,107.0078125,0,5,0.027411460876464844
5.336816310882568,95.3,102.90625,0,5,0.027411460876464844
6.370414972305298,98.4,102.93359375,0,5,0.027411460876464844
7.418807506561279,98.4,110.85546875,0,5,0.027411460876464844
8.453612327575684,101.6,109.953125,0,5,0.027411460876464844
9.480764150619507,100.1,102.94140625,0,5,0.027411460876464844
10.531814813613892,101.6,109.0625,0,5,0.027411460876464844
11.57448434829712,100.1,106.1484375,0,5,0.027411460876464844
12.61047625541687,100.0,102.94140625,0,5,0.027411460876464844
13.667875289916992,98.4,110.859375,0,5,0.027411460876464844
14.714704513549805,93.8,103.8828125,0,5,0.027411460876464844
15.758957862854004,98.4,102.94140625,0,5,0.027411460876464844
16.815003156661987,100.0,111.47265625,0,5,0.027411460876464844
17.851547956466675,90.6,118.0859375,0,5,0.027411460876464844
18.97956418991089,92.2,112.18359375,0,5,0.027411460876464844
20.060357809066772,83.0,109.18359375,0,5,0.027411460876464844
21.12260603904724,92.3,110.1484375,0,33,0.13632488250732422
22.188815593719482,98.4,129.01953125,0,108,0.3082742691040039
23.26836109161377,85.9,151.8984375,0,187,0.7032222747802734
24.35908842086792,73.9,182.5859375,0,187,0.7032222747802734
25.526828050613403,98.5,222.93359375,0,187,0.7032222747802734
26.61779260635376,89.1,266.37109375,0,201,0.7823171615600586
27.70910620689392,86.1,281.6953125,0,250,1.0233802795410156
28.839173793792725,46.9,292.82421875,0,250,1.0233802795410156
29.910462379455566,31.2,292.83203125,0,250,1.0233802795410156
30.98453950881958,37.5,292.83203125,0,250,1.0233802795410156
32.08508801460266,35.9,292.83203125,0,250,1.0233802795410156
33.20321488380432,40.6,292.83203125,0,250,1.0233802795410156
34.274497509002686,41.6,292.83203125,0,250,1.0233802795410156
35.41226863861084,37.5,292.83203125,0,250,1.0233802795410156
36.55901503562927,40.0,292.83203125,0,250,1.0233802795410156
37.630446672439575,28.1,292.83203125,0,250,1.0233802795410156
